Year,Gender,Course Name,Domicile,Decision
2020,Male,MSc Software Systems Engineering,China,Rejection
2020,Male,MSc Web Science and Big Data Analytics,Cyprus (European Union),None
2020,Female,"MSc Disability, Design and Innovation",France,Rejection
2020,Female,MSc Machine Learning,England,Rejection
2020,,MSc Computer Science,Indonesia,Rejection
2020,Male,MSc Machine Learning,England,Conditional Offer
2020,Male,MSc Financial Risk Management,China,Rejection
2020,Male,MSc Information Security,China,Conditional Offer
2020,Male,MSc Computer Science,China,None
2020,Female,MSc Robotics and Computation,China,Conditional Offer
2020,Male,MSc Financial Risk Management,China,Unconditional Offer
2020,Male,MSc Financial Risk Management,China,Rejection
2020,Female,MSc Computer Science,England,Conditional Offer
2020,Male,MSc Computational Finance,China,Rejection
2020,Male,MSc Financial Risk Management,China,Unconditional Offer
2020,Female,MSc Information Security,England,Rejection
2020,Male,"MSc Disability, Design and Innovation",Hong Kong,Rejection
2020,Female,MSc Machine Learning,England,Unconditional Offer
2020,Male,MSc Machine Learning,China,Rejection
2020,Female,MSc Computer Science,England,Conditional Offer
2020,Male,MSc Computational Finance,China,Rejection
2020,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2020,Male,MSc Software Systems Engineering,China,Unconditional Offer
2020,Male,MSc Computational Finance,England,Rejection
2020,Female,MSc Computer Science,China,Rejection
2020,Male,MSc Robotics and Computation,China,Conditional Offer
2020,Male,MSc Financial Risk Management,China,None
2020,Female,MSc Financial Risk Management,Saudi Arabia,Rejection
2020,Female,MSc Information Security,China,Rejection
2020,Male,MSc Computational Finance,China,Rejection
2020,Male,MSc Computer Science,China,Rejection
2020,Female,MSc Machine Learning,China,Rejection
2020,Male,MSc Computer Science,Hong Kong,Rejection
2020,Female,MSc Computational Statistics and Machine Learning,England,Rejection
2020,Female,MSc Financial Risk Management,China,Conditional Offer
2020,Male,MSc Computational Finance,England,Rejection
2020,Male,MSc Computer Science,England,Rejection
2020,Female,MSc Financial Risk Management,England,Conditional Offer
2020,Male,MSc Financial Risk Management,"Tanzania, United Republic of",Rejection
2020,Male,MSc Computer Science,China,Rejection
2020,Male,MSc Computational Finance,China,None
2020,Male,MSc Computational Finance,China,Conditional Offer
2020,Male,MSc Computational Finance,Romania,Rejection
2020,Male,MSc Robotics and Computation,China,Conditional Offer
2020,Male,MSc Financial Risk Management,England,Rejection
2020,Male,MSc Computer Science,China,Rejection
2020,Female,MSc Financial Risk Management,Cyprus (European Union),Rejection
2020,Female,MSc Computer Science,China,Rejection
2020,Female,MSc Machine Learning,China,Rejection
2020,Female,MSc Financial Risk Management,Bulgaria,Rejection
2020,Male,MSc Computational Finance,China,Rejection
2020,Male,MSc Computational Statistics and Machine Learning,Taiwan,Rejection
2020,Female,MSc Computer Science,England,Rejection
2020,Female,MSc Information Security,England,Conditional Offer
2020,Female,MSc Machine Learning,England,Rejection
2020,Male,MSc Financial Risk Management,England,Conditional Offer
2020,Male,MSc Financial Risk Management,United Arab Emirates,Rejection
2020,Male,MSc Financial Risk Management,China,Rejection
2020,Female,MSc Computer Science,England,Rejection
2020,Female,MSc Financial Risk Management,Costa Rica,None
2020,Male,MSc Computational Finance,England,Conditional Offer
2020,Female,MSc Computer Science,China,Unconditional Offer
2020,Male,MSc Computer Science,Brazil,Rejection
2020,Female,MSc Computer Science,United States of America,Rejection
2020,Male,MSc Financial Risk Management,England,Rejection
2020,Male,MSc Machine Learning,England,Rejection
2020,Male,MSc Machine Learning,China,Conditional Offer
2020,Male,MSc Computational Finance,China,Rejection
2020,Female,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2020,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2020,Male,MSc Software Systems Engineering,China,Rejection
2020,Female,MSc Computational Statistics and Machine Learning,England,Rejection
2020,Male,MSc Machine Learning,England,Conditional Offer
2020,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2020,Female,MSc Financial Risk Management,Scotland,Rejection
2020,Female,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2020,Female,MSc Financial Risk Management,China,Rejection
2020,Male,MSc Computer Science,England,Rejection
2020,Female,MSc Machine Learning,China,Rejection
2020,Male,MSc Robotics and Computation,China,Rejection
2020,Female,MSc Machine Learning,England,Rejection
2020,Male,MSc Computer Science,China,Rejection
2020,Male,MSc Computer Science,China,Rejection
2020,Male,MSc Machine Learning,England,Unconditional Offer
2020,Male,MSc Information Security,China,Rejection
2020,Male,MSc Web Science and Big Data Analytics,Greece,Rejection
2020,Male,MSc Financial Risk Management,India,Rejection
2020,Female,MSc Computer Science,England,Rejection
2020,Male,MSc Web Science and Big Data Analytics,China,Rejection
2020,Male,MSc Machine Learning,China,Rejection
2020,Male,"MSc Computer Graphics, Vision and Imaging",England,Conditional Offer
2020,Male,MSc Computer Science,"Korea, Republic of",Rejection
2020,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2020,Female,MSc Machine Learning,China,Rejection
2020,Male,MSc Computer Science,Canada,Rejection
2020,Male,MSc Computational Finance,England,Conditional Offer
2020,Male,MSc Computational Finance,Malaysia,Rejection
2020,Female,MSc Information Security,China,Rejection
2020,Male,MSc Computer Science,China,Rejection
2020,Male,MSc Software Systems Engineering,China,Conditional Offer
2020,Female,MSc Robotics and Computation,Taiwan,Rejection
2020,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2020,Female,MSc Financial Risk Management,India,Conditional Offer
2020,Female,MSc Financial Systems Engineering,Hong Kong,Rejection
2020,Female,MSc Financial Risk Management,China,Rejection
2020,Female,MSc Software Systems Engineering,China,Rejection
2020,Female,MSc Financial Risk Management,England,Rejection
2020,Male,MSc Software Systems Engineering,China,Rejection
2020,Male,MSc Computational Finance,England,Rejection
2020,Female,MSc Computer Science,China,Rejection
2020,Female,MSc Computational Statistics and Machine Learning,China,None
2020,Male,MSc Web Science and Big Data Analytics,China,Unconditional Offer
2020,Male,MSc Machine Learning,England,Rejection
2020,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2020,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2020,Male,MSc Web Science and Big Data Analytics,China,Rejection
2020,Female,MSc Financial Risk Management,England,Conditional Offer
2020,Male,MSc Computer Science,China,Rejection
2020,Male,MSc Computer Science,China,Rejection
2020,Male,MSc Robotics and Computation,China,Rejection
2020,Male,MSc Computational Finance,China,Rejection
2020,Male,MSc Financial Risk Management,China,Rejection
2020,Female,MSc Financial Risk Management,Morocco,Rejection
2020,Female,MSc Financial Risk Management,"Korea, Republic of",Rejection
2020,Male,MSc Financial Systems Engineering,China,Rejection
2020,Male,MSc Financial Risk Management,China,Rejection
2020,Male,MSc Financial Risk Management,Hong Kong,Rejection
2020,Female,MSc Computational Finance,China,Rejection
2020,Female,MSc Financial Risk Management,China,Rejection
2020,Male,MSc Computer Science,England,Conditional Offer
2020,Female,MSc Robotics and Computation,China,Rejection
2020,Male,MSc Software Systems Engineering,China,Rejection
2020,Male,MSc Machine Learning,United Kingdom,Rejection
2020,Male,MSc Computer Science,China,Unconditional Offer
2020,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2020,Female,MSc Computer Science,Taiwan,Rejection
2020,Female,MSc Financial Risk Management,England,Rejection
2020,Male,MSc Financial Risk Management,England,Rejection
2020,Male,MSc Computer Science,England,Rejection
2020,Male,MSc Machine Learning,Taiwan,Rejection
2020,Male,"MSc Computer Graphics, Vision and Imaging",South Africa,Rejection
2020,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2020,Male,MSc Computer Science,Romania,Rejection
2020,Female,MSc Financial Risk Management,China,Rejection
2020,Female,MSc Machine Learning,China,Rejection
2020,Male,"MSc Computer Graphics, Vision and Imaging",Uruguay,Rejection
2020,Female,MSc Computer Science,England,Rejection
2020,Male,MSc Financial Risk Management,England,Rejection
2020,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2020,Male,MSc Computer Science,China,Rejection
2020,Male,MSc Machine Learning,China,Rejection
2020,Male,"MSc Computer Graphics, Vision and Imaging",Armenia,Rejection
2020,Male,MSc Information Security,China,Conditional Offer
2020,Male,MSc Computer Science,China,Rejection
2020,Female,MSc Financial Risk Management,Scotland,Unconditional Offer
2020,Female,MSc Machine Learning,England,Rejection
2020,Female,MSc Machine Learning,Romania,Conditional Offer
2020,Male,MSc Computational Statistics and Machine Learning,Thailand,Rejection
2020,Female,MSc Computer Science,China,Unconditional Offer
2020,Male,MSc Computational Statistics and Machine Learning,Hong Kong,Rejection
2020,Male,"MSc Computer Graphics, Vision and Imaging",United States of America,Rejection
2020,Male,MSc Information Security,England,Rejection
2020,Female,MSc Machine Learning,Egypt,Conditional Offer
2020,Male,MSc Computational Finance,China,Rejection
2020,Female,MSc Financial Systems Engineering,China,Rejection
2020,Male,MSc Computer Science,China,Conditional Offer
2020,Male,MSc Financial Risk Management,England,Conditional Offer
2020,Female,MSc Financial Risk Management,China,Conditional Offer
2020,Male,MSc Computer Science,Switzerland,Rejection
2020,Male,MSc Computer Science,United States of America,Rejection
2020,Male,MSc Machine Learning,China,None
2020,Male,MSc Financial Risk Management,China,Unconditional Offer
2020,Male,MSc Computational Finance,England,Rejection
2020,Male,MSc Information Security,Bahrain,Conditional Offer
2020,Male,MSc Machine Learning,China,Rejection
2020,Male,MSc Machine Learning,China,Rejection
2020,Male,MSc Computer Science,China,Conditional Offer
2020,Male,MSc Computer Science,China,Rejection
2020,Female,MSc Machine Learning,England,Rejection
2020,Female,MSc Machine Learning,China,Rejection
2020,Male,MSc Financial Risk Management,China,Rejection
2020,Female,MSc Machine Learning,China,Rejection
2020,Male,"MSc Computer Graphics, Vision and Imaging",Scotland,Rejection
2020,Male,MSc Computational Finance,China,Conditional Offer
2020,Male,MSc Machine Learning,England,Unconditional Offer
2020,Male,MSc Computer Science,Italy,Rejection
2020,Male,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2020,Female,MSc Web Science and Big Data Analytics,China,Conditional Offer
2020,Female,MSc Financial Risk Management,England,Rejection
2020,Male,MSc Machine Learning,China,Rejection
2020,Male,MSc Financial Risk Management,China,Rejection
2020,Male,MSc Machine Learning,China,Rejection
2020,Female,MSc Computer Science,China,Rejection
2020,Male,MSc Computational Statistics and Machine Learning,Germany,Rejection
2020,Female,MSc Robotics and Computation,China,Rejection
2020,Female,MSc Computational Statistics and Machine Learning,China,Unconditional Offer
2020,Male,MSc Information Security,China,Conditional Offer
2020,Male,MSc Financial Risk Management,Macao,Rejection
2020,Female,MSc Machine Learning,China,Rejection
2020,Female,MSc Financial Risk Management,Spain,Rejection
2020,Male,MSc Computational Finance,China,Conditional Offer
2020,Male,MSc Machine Learning,China,Rejection
2020,Male,MSc Machine Learning,United States of America,None
2020,Male,MSc Computer Science,England,Rejection
2020,Male,MSc Robotics and Computation,China,Unconditional Offer
2020,Male,MSc Computational Finance,China,Rejection
2020,Male,MSc Financial Risk Management,India,Rejection
2020,Female,MSc Financial Risk Management,China,Rejection
2020,Male,MSc Financial Risk Management,Australia,Rejection
2020,Female,MSc Computational Finance,England,Rejection
2020,Female,MSc Machine Learning,China,Conditional Offer
2020,Male,MSc Machine Learning,China,Rejection
2020,Male,MSc Computer Science,England,Unconditional Offer
2020,Female,MSc Computer Science,China,None
2020,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2020,Male,MSc Software Systems Engineering,China,Rejection
2020,Male,MSc Financial Risk Management,China,None
2020,Male,MSc Information Security,China,Unconditional Offer
2020,Male,MSc Machine Learning,China,Rejection
2020,Male,MSc Financial Risk Management,South Africa,Unconditional Offer
2020,Male,MSc Robotics and Computation,Cyprus (European Union),Rejection
2020,Female,MSc Computer Science,China,Rejection
2020,Male,MSc Information Security,England,Rejection
2020,Female,MSc Computer Science,South Africa,Rejection
2020,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2020,Male,MSc Robotics and Computation,Germany,Rejection
2020,Female,MSc Computer Science,Italy,Conditional Offer
2020,Female,MSc Machine Learning,England,Rejection
2020,Male,MSc Robotics and Computation,China,Rejection
2020,Male,MSc Machine Learning,China,Rejection
2020,Male,"MSc Computer Graphics, Vision and Imaging",England,Rejection
2020,Male,MSc Robotics and Computation,China,Rejection
2020,Male,MSc Financial Risk Management,China,Rejection
