CAP_AYRC,CAP_CRSC,STU_GEND,STU_CODC,CAP_IDRC
2020,TMSCOMSING01,F,631,R
2020,TMSCOMSFRM01,M,631,R
2019,TMSCOMSRAC01,M,631,R
2019,TMSCOMSING01,M,631,CFUF
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSINF01,F,631,R
2019,TMSCOMSSML01,F,5826,UF
2018,TMSCOMSCFI01,M,631,R
2018,TMSCOMSFRM01,F,631,R
2020,TMSCOMSMCL01,M,5826,R
2018,TMSCOMSMCL01,M,631,R
2019,TMSCOMSING01,M,5826,R
2020,TMSCOMSFRM01,M,670,R
2018,TMSCOMSING01,F,714,CF
2020,TMSCOMSING01,M,631,CF
2020,TMSCOMSFRM01,M,631,R
2019,TMSCOMSSML01,M,631,R
2018,TMSCOMSSML01,M,5826,R
2019,TMSCOMSFRM01,M,5826,
2018,TMSCOMSING01,F,672,R
2018,TMSCOMSING01,M,5826,R
2019,TMSCOMSSSE01,M,5826,CFUF
2018,TMSCOMSMCL01,M,631,R
2018,TMSCOMSMCL01,F,631,R
2020,TMSCOMSCFI01,F,631,CFUF
2020,TMSCOMSRAC01,M,631,R
2018,TMSCOMSMCL01,M,631,R
2020,TMSCOMSFRM01,F,631,R
2018,TMSCOMSWEB01,M,684,
2019,TMSCOMSSML01,M,631,R
2020,TMSCOMSFRM01,M,661,R
2019,TMSCOMSING01,M,631,R
2019,TMSCOMSFRM01,M,631,
2020,TMSCOMSMCL01,F,5826,CF
2019,TMSCOMSWEB01,M,631,CF
2019,TMSCOMSING01,M,631,R
2020,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSFRM01,M,631,R
2020,TMSCOMSSSE01,M,5826,R
2019,TMSCOMSING01,F,631,R
2020,TMSCOMSCGV01,M,771,R
2020,TMSCOMSFRM01,M,780,R
2020,TMSCOMSING01,M,678,CFUF
2020,TMSCOMSFRM01,M,631,CFUF
2020,TMSCOMSRAC01,M,672,R
2020,TMSCOMSING01,F,631,R
2020,TMSCOMSSML01,M,630,C
2020,TMSCOMSSML01,F,5826,R
2019,TMSCOMSING01,M,771,R
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSMCL01,M,631,
2019,TMSCOMSFRM01,F,771,R
2020,TMSCOMSFRM01,M,5826,CFUF
2020,TMSCOMSMCL01,F,631,R
2018,TMSCOMSFRM01,M,672,UF
2020,TMSCOMSFRM01,F,631,R
2020,TMSCOMSINF01,M,631,CFUF
2018,TMSCOMSING01,F,631,R
2019,TMSCOMSFRM01,F,684,R
2018,TMSCOMSING01,M,631,CF
2020,TMSCOMSING01,F,5826,UF
2020,TMSCOMSFRM01,F,631,R
2018,TMSCOMSFRM01,M,631,CFUF
2019,TMSCOMSFRM01,M,631,R
2018,TMSCOMSCFI01,F,672,R
2018,TMSCOMSMCL01,F,631,R
2019,TMSCOMSSML01,M,656,R
2020,TMSCOMSING01,F,631,R
2020,TMSCOMSINF01,F,631,R
2018,TMSCOMSMCL01,M,631,
2020,TMSCOMSSML01,F,7826,CFUF
2020,TMSCOMSINF01,F,751,R
2019,TMSCOMSSML01,M,669,CD
2018,TMSCOMSINF01,F,631,R
2019,TMSCOMSSSE01,M,631,CF
2018,TMSCOMSSSE01,M,631,R
2019,TMSCOMSCGV01,F,5826,R
2020,TMSCOMSCFI01,F,631,R
2019,TMSCOMSCFI01,M,780,R
2018,TMSCOMSFRM01,F,631,R
2020,TMSCOMSMCL01,F,656,
2020,TMSCOMSMCL01,F,631,R
2019,TMSCOMSCGV01,F,631,C
2019,TMSCOMSCFI01,M,631,C
2018,TMSCOMSCFI01,M,631,CFUF
2019,TMSCOMSMCL01,M,631,R
2019,TMSCOMSCFI01,M,5826,R
2020,TMSCOMSFRM01,M,631,R
2019,TMSCOMSINF01,M,766,R
2018,TMSCOMSFRM01,M,631,R
2018,TMSCOMSSML01,M,631,CFUF
2018,TMSCOMSMCL01,M,5826,CF
2020,TMSCOMSSSE01,F,743,R
2018,TMSCOMSSSE01,M,631,R
2020,TMSCOMSING01,M,631,R
2018,TMSCOMSRAC01,F,5826,CFUF
2019,TMSCOMSFRM01,M,5826,
2018,TMSCOMSFRM01,F,746,R
2020,TMSCOMSFRM01,F,643,R
2018,TMSCOMSFRM01,M,631,R
2019,TMSCOMSMCL01,M,5826,C
2020,TMSCOMSCFI01,M,5826,R
2018,TMSCOMSING01,F,5826,CFUF
2019,TMSCOMSWEB01,M,631,R
2020,TMSCOMSFRM01,F,631,CF
2019,TMSCOMSSSE01,F,631,C
2020,TMSCOMSFRM01,F,743,R
2020,TMSCOMSING01,M,631,U
2020,TMSCOMSMCL01,F,5826,R
2020,TMSCOMSFSE01,F,641,CF
2020,TMSCOMSING01,M,631,R
2019,TMSCOMSINF01,F,746,R
2020,TMSCOMSMCL01,M,631,R
2019,TMSCOMSING01,M,743,R
2020,TMSCOMSMCL01,F,631,R
2018,TMSCOMSFRM01,F,631,R
2020,TMSCOMSCFI01,F,631,R
2018,TMSCOMSMCL01,M,676,R
2018,TMSCOMSCFI01,M,661,R
2018,TMSCOMSCGV01,F,631,R
2020,TMSCOMSING01,F,631,R
2020,TMSCOMSCFI01,F,631,
2020,TMSCOMSSML01,M,5826,R
2018,TMSCOMSCGV01,M,631,R
2019,TMSCOMSFRM01,F,631,R
2020,TMSCOMSSML01,F,850,R
2020,TMSCOMSMCL01,M,672,R
2019,TMSCOMSMCL01,M,5826,R
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSSML01,M,631,R
2018,TMSCOMSSML01,M,631,R
2019,TMSCOMSMCL01,F,631,R
2020,TMSCOMSRAC01,M,676,R
2019,TMSCOMSCFI01,M,631,R
2018,TMSCOMSCGV01,M,672,U
2019,TMSCOMSMCL01,M,656,R
2020,TMSCOMSMCL01,M,631,CF
2018,TMSCOMSFRM01,M,631,R
2019,TMSCOMSFRM01,F,710,R
2019,TMSCOMSMCL01,F,698,R
2019,TMSCOMSMCL01,M,653,R
2020,TMSCOMSFRM01,M,631,CD
2019,TMSCOMSFRM01,M,746,R
2019,TMSCOMSMCL01,M,631,R
2019,TMSCOMSMCL01,M,5826,CF
2020,TMSCOMSCGV01,M,626,R
2018,TMSCOMSFRM01,M,631,R
2020,TMSCOMSING01,M,5826,UF
2020,TMSCOMSCGV01,M,631,R
2020,TMSCOMSFRM01,M,631,C
2018,TMSCOMSMCL01,F,5826,C
2019,TMSCOMSMCL01,F,631,
2019,TMSCOMSING01,M,631,R
2018,TMSCOMSFSE01,F,631,R
2019,TMSCOMSMCL01,M,669,R
2018,TMSCOMSMCL01,M,631,R
2019,TMSCOMSMCL01,M,631,R
2019,TMSCOMSINF01,F,631,R
2019,TMSCOMSFRM01,M,631,R
2019,TMSCOMSMCL01,F,684,R
2020,TMSCOMSFRM01,M,5826,CFUF
2020,TMSCOMSSML01,M,631,R
2018,TMSCOMSCGV01,F,768,R
2018,TMSCOMSSML01,F,678,
2020,TMSCOMSFRM01,F,631,CFUF
2019,TMSCOMSINF01,M,631,UF
2019,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSCGV01,F,631,R
2020,TMSCOMSMCL01,M,743,R
2019,TMSCOMSCFI01,F,631,R
2018,TMSCOMSCFI01,F,656,R
2020,TMSCOMSING01,F,652,R
2018,TMSCOMSFRM01,F,5826,R
2019,TMSCOMSSML01,M,610,R
2018,TMSCOMSMCL01,F,5826,R
2019,TMSCOMSCGV01,M,631,CFUF
2019,TMSCOMSFRM01,M,609,R
2018,TMSCOMSMCL01,M,5826,R
2018,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSCFI01,M,631,R
2019,TMSCOMSINF01,M,631,R
2020,TMSCOMSCFI01,M,631,CFUF
2019,TMSCOMSFRM01,F,743,R
2020,TMSCOMSING01,M,631,CF
2019,TMSCOMSCFI01,M,631,R
2020,TMSCOMSMCL01,F,6826,C
2020,TMSCOMSMCL01,M,686,R
2018,TMSCOMSSML01,F,5826,R
2019,TMSCOMSING01,F,631,R
2020,TMSCOMSING01,M,672,R
2019,TMSCOMSSML01,F,631,R
2018,TMSCOMSFRM01,M,5826,R
2019,TMSCOMSFRM01,M,631,R
2019,TMSCOMSING01,M,882,R
2018,TMSCOMSFRM01,M,672,R
2018,TMSCOMSINF01,F,656,R
2020,TMSCOMSING01,M,5826,R
2020,TMSCOMSCGV01,F,5826,R
2019,TMSCOMSMCL01,F,631,R
2019,TMSCOMSFRM01,M,672,CFUF
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSFRM01,F,631,R
2020,TMSCOMSFRM01,F,652,R
2018,TMSCOMSRAC01,M,849,U
2020,TMSCOMSING01,M,5826,R
2018,TMSCOMSFRM01,M,5826,R
2018,TMSCOMSMCL01,M,631,R
2020,TMSCOMSCFI01,F,631,R
2020,TMSCOMSSSE01,M,836,R
2018,TMSCOMSFRM01,M,5826,R
2019,TMSCOMSCGV01,F,5826,CF
2020,TMSCOMSFRM01,M,631,R
2018,TMSCOMSCFI01,M,631,R
2020,TMSCOMSING01,M,652,R
2020,TMSCOMSMCL01,M,631,CFUF
2020,TMSCOMSINF01,F,641,R
2019,TMSCOMSSML01,M,721,R
2018,TMSCOMSCGV01,M,631,R
2019,TMSCOMSINF01,M,631,R
2020,TMSCOMSSML01,F,698,R
2020,TMSCOMSFRM01,M,661,R
2018,TMSCOMSMCL01,M,631,R
2020,TMSCOMSFRM01,F,5826,CFR
2018,TMSCOMSWEB01,M,631,R
2020,TMSCOMSFRM01,M,717,R
2018,TMSCOMSSML01,M,631,CFUF
2020,TMSCOMSSML01,M,631,CFUF
2018,TMSCOMSINF01,M,614,R
2018,TMSCOMSMCL01,M,631,R
2020,TMSCOMSCGV01,F,5826,R
2019,TMSCOMSSML01,F,631,R
2019,TMSCOMSING01,M,5826,R
2020,TMSCOMSFRM01,F,631,R
2018,TMSCOMSING01,M,614,R
2019,TMSCOMSCFI01,M,631,R
2020,TMSCOMSCFI01,M,631,CFUF
2020,TMSCOMSING01,M,653,R
2018,TMSCOMSING01,F,5826,R
2020,TMSCOMSCFI01,M,631,UF
2020,TMSCOMSSML01,M,652,R
2019,TMSCOMSING01,M,5826,R
2019,TMSCOMSCGV01,F,631,R
2020,TMSCOMSING01,M,631,R
2020,TMSCOMSSML01,M,631,R
2020,TMSCOMSMCL01,M,631,UD
2020,TMSCOMSFRM01,F,760,R
2019,TMSCOMSFRM01,F,631,CFUF
2020,TMSCOMSFRM01,M,631,R
2019,TMSCOMSFRM01,M,669,UF
2018,TMSCOMSSML01,M,631,R
2019,TMSCOMSSML01,M,631,R
2019,TMSCOMSMCL01,M,631,R
2018,TMSCOMSFRM01,M,631,R
2020,TMSCOMSCFI01,M,631,R
2020,TMSCOMSFRM01,M,631,R
2018,TMSCOMSFRM01,F,5826,R
2018,TMSCOMSING01,M,756,C
2018,TMSCOMSCGV01,M,631,R
2020,TMSCOMSINF01,F,631,R
2020,TMSCOMSFRM01,M,718,R
2018,TMSCOMSFRM01,M,661,CFUF
2019,TMSCOMSFRM01,M,631,R
2018,TMSCOMSCGV01,M,746,R
2020,TMSCOMSFRM01,F,672,R
2019,TMSCOMSMCL01,F,631,U
2018,TMSCOMSMCL01,M,631,R
2020,TMSCOMSING01,F,882,CD
2020,TMSCOMSFRM01,M,698,R
2018,TMSCOMSCGV01,M,631,R
2019,TMSCOMSING01,F,681,UF
2018,TMSCOMSCFI01,F,631,R
2020,TMSCOMSCFI01,F,631,R
2019,TMSCOMSMCL01,M,5826,R
2020,TMSCOMSMCL01,M,631,R
2019,TMSCOMSRAC01,F,631,R
2018,TMSCOMSCGV01,M,631,R
2020,TMSCOMSINF01,M,5826,R
2019,TMSCOMSSML01,M,5826,C
2019,TMSCOMSFRM01,M,631,CFUF
2020,TMSCOMSMCL01,F,631,R
2019,TMSCOMSING01,F,5826,R
2020,TMSCOMSMCL01,M,631,R
2019,TMSCOMSCGV01,F,631,C
2020,TMSCOMSMCL01,M,631,R
2020,TMSCOMSMCL01,F,631,U
2018,TMSCOMSSSE01,F,5826,R
2019,TMSCOMSFRM01,M,5826,R
2018,TMSCOMSSSE01,M,678,CF
2020,TMSCOMSFRM01,M,710,U
2019,TMSCOMSFRM01,F,631,R
2020,TMSCOMSCGV01,M,614,R
2020,TMSCOMSFRM01,F,669,UF
2018,TMSCOMSING01,F,661,R
2019,TMSCOMSFRM01,M,746,C
2018,TMSCOMSRAC01,M,631,R
2020,TMSCOMSCGV01,M,631,R
2018,TMSCOMSING01,F,631,R
2019,TMSCOMSING01,M,609,R
2019,TMSCOMSRAC01,M,631,CFUF
2018,TMSCOMSING01,F,5826,R
2020,TMSCOMSING01,M,631,R
2020,TMSCOMSCGV01,F,756,R
2020,TMSCOMSMCL01,F,771,UF
2020,TMSCOMSSML01,M,631,R
2018,TMSCOMSRAC01,M,5826,CF
2020,TMSCOMSCFI01,F,631,R
2020,TMSCOMSFRM01,M,631,R
2019,TMSCOMSFRM01,M,631,
2019,TMSCOMSFRM01,M,631,R
2019,TMSCOMSSML01,M,631,CFUF
2020,TMSCOMSCFI01,F,631,R
2019,TMSCOMSCGV01,M,631,R
2018,TMSCOMSCFI01,M,631,R
2019,TMSCOMSCGV01,M,631,R
2018,TMSCOMSCFI01,F,631,R
2018,TMSCOMSING01,F,631,
2020,TMSCOMSFRM01,F,631,CFUF
2018,TMSCOMSFRM01,F,631,R
2019,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSCFI01,M,631,CFUF
2020,TMSCOMSING01,F,631,CFUF
2019,TMSCOMSCFI01,F,631,R
2018,TMSCOMSFRM01,M,631,UF
2018,TMSCOMSSML01,M,5826,R
2019,TMSCOMSMCL01,M,672,CFUF
2020,TMSCOMSINF01,F,5826,R
2020,TMSCOMSWEB01,M,631,R
2018,TMSCOMSCFI01,M,631,UF
2020,TMSCOMSCFI01,M,672,R
2020,TMSCOMSFRM01,M,727,C
2020,TMSCOMSMCL01,M,631,R
2018,TMSCOMSING01,F,631,R
2019,TMSCOMSFRM01,M,631,R
2019,TMSCOMSING01,F,631,R
2019,TMSCOMSING01,F,5826,R
2018,TMSCOMSFRM01,M,710,R
2019,TMSCOMSING01,M,631,R
2019,TMSCOMSWEB01,F,5826,R
2020,TMSCOMSFRM01,F,631,R
2019,TMSCOMSRAC01,M,5826,R
2018,TMSCOMSSSE01,F,710,U
2019,TMSCOMSMCL01,M,5826,R
2019,TMSCOMSWEB01,F,631,R
2019,TMSCOMSSML01,M,5826,R
2018,TMSCOMSMCL01,M,771,R
2020,TMSCOMSING01,M,631,R
2018,TMSCOMSRAC01,F,631,UF
2020,TMSCOMSING01,M,766,R
2018,TMSCOMSSSE01,F,631,R
2020,TMSCOMSSSE01,M,5826,R
2020,TMSCOMSCFI01,F,631,CFUF
2020,TMSCOMSRAC01,M,631,
2020,TMSCOMSING01,M,631,R
2018,TMSCOMSING01,M,672,C
2020,TMSCOMSING01,M,631,R
2018,TMSCOMSFRM01,M,5826,
2019,TMSCOMSCFI01,M,631,R
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSFRM01,M,743,R
2018,TMSCOMSCFI01,M,842,R
2020,TMSCOMSFRM01,M,771,CFR
2018,TMSCOMSING01,M,631,CF
2018,TMSCOMSING01,F,631,R
2019,TMSCOMSING01,M,672,R
2020,TMSCOMSMCL01,F,5826,R
2020,TMSCOMSING01,F,631,U
2019,TMSCOMSMCL01,F,631,R
2020,TMSCOMSSML01,M,5826,CFR
2020,TMSCOMSINF01,F,631,R
2018,TMSCOMSCFI01,F,631,R
2018,TMSCOMSING01,F,672,CF
2019,TMSCOMSING01,M,631,
2018,TMSCOMSFRM01,M,652,U
2018,TMSCOMSFRM01,M,631,R
2018,TMSCOMSCGV01,M,631,R
2018,TMSCOMSING01,M,5826,R
2020,TMSCOMSSML01,F,631,R
2020,TMSCOMSFRM01,M,5826,R
2019,TMSCOMSINF01,F,672,R
2019,TMSCOMSING01,M,631,R
2019,TMSCOMSMCL01,M,5826,R
2019,TMSCOMSING01,M,631,R
2020,TMSCOMSFRM01,M,661,R
2019,TMSCOMSRAC01,M,5826,R
2019,TMSCOMSCFI01,M,631,C
2019,TMSCOMSSSE01,M,631,R
2019,TMSCOMSSML01,M,631,R
2019,TMSCOMSRAC01,F,631,R
2018,TMSCOMSCGV01,F,698,R
2019,TMSCOMSING01,M,832,R
2020,TMSCOMSRAC01,M,631,R
2018,TMSCOMSFRM01,M,672,R
2018,TMSCOMSINF01,M,631,R
2020,TMSCOMSING01,M,5826,R
2019,TMSCOMSCFI01,M,5826,R
2019,TMSCOMSFRM01,F,631,R
2018,TMSCOMSFRM01,M,631,CD
2020,TMSCOMSCFI01,M,5826,CFUF
2019,TMSCOMSCFI01,M,631,CF
2020,TMSCOMSSML01,F,631,R
2020,TMSCOMSWEB01,M,631,CFUF
2019,TMSCOMSING01,F,631,R
2020,TMSCOMSSML01,M,672,R
2019,TMSCOMSINF01,F,631,R
2020,TMSCOMSCGV01,F,631,UF
2020,TMSCOMSWEB01,M,631,R
2020,TMSCOMSING01,F,631,UF
2019,TMSCOMSING01,M,656,R
2020,TMSCOMSMCL01,M,631,CF
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSINF01,M,652,
2019,TMSCOMSRAC01,F,743,R
2020,TMSCOMSFRM01,M,631,R
2020,TMSCOMSCFI01,M,631,R
2018,TMSCOMSCGV01,M,771,CFUF
2019,TMSCOMSFRM01,F,5826,R
2019,TMSCOMSCGV01,F,631,R
2020,TMSCOMSINF01,F,710,R
2018,TMSCOMSRAC01,F,631,R
2020,TMSCOMSCFI01,F,631,R
2018,TMSCOMSFRM01,M,771,R
2018,TMSCOMSMCL01,M,5826,CFUF
2020,TMSCOMSSSE01,M,669,R
2018,TMSCOMSFRM01,M,630,R
2019,TMSCOMSFRM01,M,764,
2020,TMSCOMSFRM01,F,631,R
2020,TMSCOMSFRM01,F,655,R
2020,TMSCOMSSSE01,F,703,R
2019,TMSCOMSFRM01,F,5826,R
2020,TMSCOMSING01,M,756,R
2018,TMSCOMSFRM01,M,631,R
2020,TMSCOMSING01,M,631,CD
2018,TMSCOMSCFI01,F,5826,R
2018,TMSCOMSINF01,M,631,C
2020,TMSCOMSING01,M,631,R
2020,TMSCOMSSSE01,M,631,R
2019,TMSCOMSINF01,M,678,
2020,TMSCOMSFRM01,M,631,R
2020,TMSCOMSINF01,M,631,R
2018,TMSCOMSING01,F,631,R
2019,TMSCOMSMCL01,M,631,R
2020,TMSCOMSSSE01,M,631,R
2019,TMSCOMSCFI01,F,631,R
2019,TMSCOMSMCL01,F,631,R
2020,TMSCOMSMCL01,M,653,R
2019,TMSCOMSMCL01,F,631,CFUF
2020,TMSCOMSING01,F,743,R
2019,TMSCOMSING01,M,631,R
2019,TMSCOMSMCL01,F,631,R
2018,TMSCOMSMCL01,F,631,CFUF
2020,TMSCOMSFRM01,F,631,R
2020,TMSCOMSRAC01,M,631,R
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSMCL01,F,656,R
2020,TMSCOMSINF01,M,631,CD
2019,TMSCOMSMCL01,M,631,R
2020,TMSCOMSMCL01,M,684,CFUF
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSSSE01,M,631,R
2018,TMSCOMSCFI01,M,5826,CF
2018,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSING01,F,631,R
2020,TMSCOMSINF01,M,631,R
2019,TMSCOMSFRM01,F,5826,R
2019,TMSCOMSSML01,M,673,R
2019,TMSCOMSING01,F,631,R
2020,TMSCOMSINF01,M,669,R
2020,TMSCOMSFRM01,F,5826,R
2018,TMSCOMSINF01,M,653,R
2018,TMSCOMSING01,F,669,CFUF
2018,TMSCOMSING01,F,631,R
2020,TMSCOMSMCL01,F,5826,UD
2019,TMSCOMSSML01,M,631,R
2020,TMSCOMSCGV01,M,631,R
2020,TMSCOMSSSE01,M,631,R
2020,TMSCOMSSML01,F,5826,R
2019,TMSCOMSING01,F,631,R
2018,TMSCOMSFRM01,M,631,CFUF
2018,TMSCOMSMCL01,F,631,R
2020,TMSCOMSMCL01,M,631,R
2018,TMSCOMSFRM01,M,5826,R
2019,TMSCOMSRAC01,F,5826,R
2020,TMSCOMSING01,M,631,C
2020,TMSCOMSRAC01,F,631,UD
2020,TMSCOMSFRM01,M,609,R
2020,TMSCOMSRAC01,M,631,R
2020,TMSCOMSING01,F,631,CD
2020,TMSCOMSSML01,F,684,R
2018,TMSCOMSCFI01,M,5826,R
2018,TMSCOMSMCL01,M,631,R
2018,TMSCOMSSSE01,F,631,R
2019,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSSSE01,M,631,R
2019,TMSCOMSING01,M,631,CFUF
2018,TMSCOMSMCL01,M,5826,CF
2020,TMSCOMSMCL01,M,661,CFUF
2020,TMSCOMSCGV01,M,652,CFU
2019,TMSCOMSSML01,M,5826,R
2019,TMSCOMSFRM01,F,746,UF
2020,TMSCOMSSML01,M,631,R
2020,TMSCOMSMCL01,M,631,R
2020,TMSCOMSMCL01,M,5826,
2020,TMSCOMSCFI01,M,631,R
2018,TMSCOMSCGV01,F,631,CD
2020,TMSCOMSING01,M,5826,CFUF
2018,TMSCOMSMCL01,M,631,R
2018,TMSCOMSCFI01,F,698,R
2020,TMSCOMSCGV01,M,672,R
2018,TMSCOMSCFI01,F,678,R
2020,TMSCOMSRAC01,F,631,CFUF
2019,TMSCOMSMCL01,M,631,R
2020,TMSCOMSMCL01,M,631,UF
2020,TMSCOMSSML01,M,631,CFUF
2019,TMSCOMSCGV01,F,631,R
2019,TMSCOMSCGV01,F,5826,R
2019,TMSCOMSFRM01,F,5826,R
2019,TMSCOMSFRM01,F,733,R
2018,TMSCOMSMCL01,M,631,
2018,TMSCOMSRAC01,F,5826,R
2019,TMSCOMSCGV01,F,768,R
2020,TMSCOMSINF01,F,5826,R
2020,TMSCOMSSML01,M,609,R
2019,TMSCOMSING01,F,631,R
2019,TMSCOMSING01,M,672,UD
2019,TMSCOMSINF01,M,631,R
2020,TMSCOMSMCL01,M,631,UF
2018,TMSCOMSING01,F,630,R
2018,TMSCOMSING01,F,631,R
2019,TMSCOMSCFI01,F,631,R
2019,TMSCOMSMCL01,F,698,R
2019,TMSCOMSMCL01,M,631,R
2019,TMSCOMSMCL01,M,631,R
2019,TMSCOMSFRM01,M,631,R
2019,TMSCOMSING01,M,673,CF
2019,TMSCOMSING01,M,631,R
2019,TMSCOMSFRM01,M,631,R
2020,TMSCOMSRAC01,F,631,R
2018,TMSCOMSFRM01,M,631,R
2019,TMSCOMSMCL01,M,631,R
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSFRM01,F,631,CFUF
2018,TMSCOMSMCL01,M,5826,R
2018,TMSCOMSMCL01,F,5826,
2020,TMSCOMSSSE01,M,5826,
2018,TMSCOMSRAC01,M,631,R
2020,TMSCOMSING01,F,672,R
2019,TMSCOMSINF01,F,631,CFUF
2020,TMSCOMSCFI01,M,631,R
2019,TMSCOMSMCL01,M,631,C
2020,TMSCOMSMCL01,F,631,R
2020,TMSCOMSMCL01,M,631,R
2020,TMSCOMSMCL01,F,631,CFUF
2020,TMSCOMSINF01,M,610,R
2018,TMSCOMSSML01,F,5826,R
2020,TMSCOMSFRM01,M,631,CD
2018,TMSCOMSSSE01,M,717,R
2019,TMSCOMSFRM01,M,631,CFUF
2018,TMSCOMSING01,F,676,C
2020,TMSCOMSING01,F,631,R
2019,TMSCOMSCGV01,M,5826,R
2018,TMSCOMSSML01,M,631,R
2019,TMSCOMSFRM01,M,631,R
2018,TMSCOMSING01,M,6826,R
2020,TMSCOMSMCL01,F,743,R
2018,TMSCOMSCGV01,F,631,R
2019,TMSCOMSSSE01,F,631,R
2019,TMSCOMSFRM01,M,631,R
2020,TMSCOMSFRM01,F,677,C
2019,TMSCOMSSSE01,M,631,CFUF
2020,TMSCOMSMCL01,M,631,R
2019,TMSCOMSING01,F,631,R
2019,TMSCOMSFRM01,F,771,R
2019,TMSCOMSSML01,M,631,R
2019,TMSCOMSFRM01,F,631,U
2018,TMSCOMSSML01,M,626,R
2020,TMSCOMSING01,F,631,CF
2019,TMSCOMSING01,F,751,R
2020,TMSCOMSCFI01,F,849,R
2020,TMSCOMSING01,M,631,CFUF
2019,TMSCOMSING01,M,656,R
2019,TMSCOMSSSE01,F,774,R
2020,TMSCOMSING01,M,631,R
2018,TMSCOMSING01,M,5826,R
2018,TMSCOMSCGV01,M,631,CFUF
2020,TMSCOMSING01,M,672,UF
2020,TMSCOMSFRM01,F,645,R
2020,TMSCOMSSML01,M,631,R
2020,TMSCOMSING01,M,5826,R
2020,TMSCOMSMCL01,M,631,CFUF
2020,TMSCOMSINF01,M,631,CF
2018,TMSCOMSING01,F,631,R
2020,TMSCOMSMCL01,M,631,UF
2020,TMSCOMSSSE01,F,669,R
2020,TMSCOMSFRM01,F,5826,R
2020,TMSCOMSINF01,M,631,
2020,TMSCOMSWEB01,M,631,R
2019,TMSCOMSCGV01,M,631,R
2018,TMSCOMSING01,F,656,R
2019,TMSCOMSRAC01,F,631,R
2020,TMSCOMSINF01,O,5826,R
2019,TMSCOMSING01,M,656,CFUF
2018,TMSCOMSMCL01,M,631,R
2018,TMSCOMSMCL01,F,631,R
2020,TMSCOMSFRM01,M,743,R
2018,TMSCOMSFRM01,F,631,UF
2020,TMSCOMSINF01,M,631,R
2019,TMSCOMSSSE01,F,631,CFUF
2018,TMSCOMSING01,F,631,R
2019,TMSCOMSMCL01,M,672,CFR
2018,TMSCOMSFRM01,M,669,R
2019,TMSCOMSSSE01,M,5826,CF
2018,TMSCOMSING01,M,746,R
2019,TMSCOMSING01,M,771,R
2019,TMSCOMSING01,M,631,R
2019,TMSCOMSCFI01,M,626,R
2018,TMSCOMSFRM01,M,5826,R
2018,TMSCOMSMCL01,M,669,R
2019,TMSCOMSFRM01,M,631,CF
2019,TMSCOMSINF01,M,5826,R
2020,TMSCOMSRAC01,M,631,R
2020,TMSCOMSING01,M,631,R
2019,TMSCOMSCFI01,M,882,R
2019,TMSCOMSMCL01,F,698,R
2020,TMSCOMSMCL01,M,631,UF
2019,TMSCOMSCGV01,M,631,UF
2020,TMSCOMSRAC01,F,631,
2019,TMSCOMSING01,M,631,R
2018,TMSCOMSSML01,F,631,R
2020,TMSCOMSING01,M,669,CD
2018,TMSCOMSCFI01,F,631,R
2018,TMSCOMSSML01,M,672,R
2018,TMSCOMSSML01,F,631,CFUF
2020,TMSCOMSMCL01,F,631,R
2020,TMSCOMSMCL01,F,656,R
2019,TMSCOMSCFI01,F,631,CFUF
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSING01,M,631,R
2018,TMSCOMSCGV01,F,631,R
2019,TMSCOMSSML01,M,5826,R
2019,TMSCOMSFRM01,M,631,R
2018,TMSCOMSFRM01,M,631,R
2019,TMSCOMSMCL01,F,771,CFUF
2019,TMSCOMSFRM01,F,669,CD
2019,TMSCOMSSML01,F,631,R
2020,TMSCOMSCGV01,M,631,R
2019,TMSCOMSFRM01,M,5826,R
2018,TMSCOMSSML01,M,631,R
2018,TMSCOMSMCL01,M,631,R
2018,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSING01,M,698,R
2019,TMSCOMSMCL01,M,630,R
2020,TMSCOMSSSE01,F,5826,R
2020,TMSCOMSING01,M,631,R
2019,TMSCOMSSML01,F,631,R
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSMCL01,M,631,R
2020,TMSCOMSING01,F,5826,R
2020,TMSCOMSCGV01,M,631,CFUF
2019,TMSCOMSMCL01,M,5826,R
2019,TMSCOMSCFI01,M,631,CFUF
2020,TMSCOMSING01,M,672,R
2020,TMSCOMSFRM01,M,631,U
2020,TMSCOMSCFI01,M,798,R
2020,TMSCOMSFRM01,M,631,R
2020,TMSCOMSMCL01,F,631,R
